paper_uid,doi,arxiv_id,title,abstract,publication_date,authors,affiliations,source,created_at,updated_at,target_key,affiliation_status,compliance_reason,matched_tokens,assessed_at
doi:https://doi.org/10.3390/s25103036,https://doi.org/10.3390/s25103036,,YOLO-TARC: YOLOv10 with Token Attention and Residual Convolution for Small Void Detection in Root Canal X-Ray Images,,2025-05-12 00:00:00+00,"[""Pan Yin"", ""Xueyang Zhang"", ""Yibin Tian"", ""Zhenpeng Zhang"", ""Zhi Zeng""]","[""Chongqing Normal University"", ""Shenzhen University"", ""Southern Medical University"", ""The First People's Hospital of Shunde""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_e43fdc3d665725a61169,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:09.822422+00
doi:https://doi.org/10.48550/arxiv.2505.01729,https://doi.org/10.48550/arxiv.2505.01729,,PosePilot: Steering Camera Pose for Generative World Models with Self-supervised Depth,,2025-05-03 00:00:00+00,"[""Bin Yang"", ""Bu Jin"", ""Haiyang Sun"", ""Hao Zhao"", ""Hengtong Hu"", ""Huan-ang Gao"", ""Junpeng Jiang"", ""Kun Zhan"", ""Peng Jia"", ""Weize Li"", ""Xueyang Zhang"", ""Zhenxin Zhu""]",[],openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_e43fdc3d665725a61169,unknown,status=unknown; matched=-,[],2026-03-31 06:51:09.822512+00
doi:https://doi.org/10.1016/j.cyto.2016.06.028,https://doi.org/10.1016/j.cyto.2016.06.028,,"Adiponectin, TNF-α and inflammatory cytokines and risk of type 2 diabetes: A systematic review and meta-analysis",,2016-08-04 00:00:00+00,"[""Chenxiao Liu"", ""Majian Hua"", ""Qi Li"", ""Qian Li"", ""Xiu Feng"", ""Ying Wang""]","[""Nanjing Medical University""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_8dab55c4e3a6b6fd2a93,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:09.822748+00
doi:https://doi.org/10.3760/cma.j.issn.1007-6638.2015.05.006,https://doi.org/10.3760/cma.j.issn.1007-6638.2015.05.006,,One case of ultra high-density electroanatomical mapping of persistent atrial flutter: Rhythmia mapping system and Orion mini-basket catheter,,2015-10-28 00:00:00+00,"[""刘旭"", ""周公哺"", ""孙奇"", ""张澍"", ""杨建都"", ""罗斌"", ""郭晓刚"", ""马坚""]",[],openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_8dab55c4e3a6b6fd2a93,unknown,status=unknown; matched=-,[],2026-03-31 06:51:09.822854+00
openalex:https://openalex.org/W1035320558,,,JSI-124靶向性阻断STAT3通路对舌鳞癌Tca-8113细胞增殖抑制的研究,,2012-01-01 00:00:00+00,"[""任红旺"", ""王杨洋"", ""章根训"", ""赵桂治"", ""郭胜胜"", ""马坚"", ""黄永清""]",[],openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_8dab55c4e3a6b6fd2a93,unknown,status=unknown; matched=-,[],2026-03-31 06:51:09.823528+00
openalex:https://openalex.org/W958604252,,,利雅路燃烧器在22.5t/h湿蒸汽发生器上的研究与应用,,2012-01-01 00:00:00+00,"[""唐华"", ""林森明"", ""王玉新"", ""马坚""]",[],openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_8dab55c4e3a6b6fd2a93,unknown,status=unknown; matched=-,[],2026-03-31 06:51:09.823649+00
openalex:https://openalex.org/W1540056250,,,经静脉拔除心内膜导线:目前认识和建议(2011年修订版),,2011-01-01 00:00:00+00,"[""华伟"", ""吴立群"", ""宿燕岗"", ""曹克将"", ""杨杰孚"", ""沈法荣"", ""王方正"", ""马坚"", ""黄从新"", ""黄德嘉""]",[],openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_8dab55c4e3a6b6fd2a93,unknown,status=unknown; matched=-,[],2026-03-31 06:51:09.823745+00
openalex:https://openalex.org/W989539274,,,特发性右心室流出道室性心动过速／室性早搏的性别、年龄和临床特点,,2010-01-01 00:00:00+00,"[""Chen Gang‐"", ""姚焰"", ""张奎俊"", ""张澍"", ""方丕华"", ""楚建民"", ""王方正"", ""贾玉和"", ""陈新"", ""马坚""]",[],openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_8dab55c4e3a6b6fd2a93,unknown,status=unknown; matched=-,[],2026-03-31 06:51:09.823848+00
doi:https://doi.org/10.3760/cma.j.issn.1008-1372.2009.09.022,https://doi.org/10.3760/cma.j.issn.1008-1372.2009.09.022,,原发性高血压颈动脉粥样斑块患者动态血压分析,,2009-09-10 00:00:00+00,"[""周红坚"", ""廖俊龙"", ""袁云波"", ""马坚""]",[],openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_8dab55c4e3a6b6fd2a93,unknown,status=unknown; matched=-,[],2026-03-31 06:51:09.823966+00
openalex:https://openalex.org/W1130068980,,,抓“大”放“小”超配地产能源,,2009-01-01 00:00:00+00,"[""严高剑"", ""胡浩"", ""马坚""]",[],openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_8dab55c4e3a6b6fd2a93,unknown,status=unknown; matched=-,[],2026-03-31 06:51:09.824086+00
openalex:https://openalex.org/W929920783,,,乙型病毒性肝炎患者血清IL-2、slL-2R、IL-13及PDGF测定的意义,,2009-01-01 00:00:00+00,"[""柳毅"", ""谢国强"", ""马坚""]",[],openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_8dab55c4e3a6b6fd2a93,unknown,status=unknown; matched=-,[],2026-03-31 06:51:09.824217+00
openalex:https://openalex.org/W198252049,,,纯铝在0．6mol／LNaCl溶液中腐蚀行为的SECM分析,,2009-01-01 00:00:00+00,"[""冯皓"", ""周和荣"", ""李晓刚"", ""董超芳"", ""陆启凯"", ""马坚""]",[],openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_8dab55c4e3a6b6fd2a93,unknown,status=unknown; matched=-,[],2026-03-31 06:51:09.824331+00
openalex:https://openalex.org/W2270535303,,,从荀子《劝学》论高校图书馆员工学习的必要性,,2009-01-01 00:00:00+00,"[""马坚""]",[],openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_8dab55c4e3a6b6fd2a93,unknown,status=unknown; matched=-,[],2026-03-31 06:51:09.824441+00
openalex:https://openalex.org/W1005648436,,,洛汀新、博苏、安体舒通联合治疗慢性心力衰竭的疗效,,2008-01-01 00:00:00+00,"[""任海赢"", ""马坚"", ""马竹仙""]",[],openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_8dab55c4e3a6b6fd2a93,unknown,status=unknown; matched=-,[],2026-03-31 06:51:09.824551+00
openalex:https://openalex.org/W942973371,,,PACE试验：临床背景、原理、设计和执行方案,,2008-01-01 00:00:00+00,"[""马坚"", ""麻付胜""]",[],openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_8dab55c4e3a6b6fd2a93,unknown,status=unknown; matched=-,[],2026-03-31 06:51:09.824654+00
doi:https://doi.org/10.3760/j.issn:1005-1201.2007.11.025,https://doi.org/10.3760/j.issn:1005-1201.2007.11.025,,A wireless wide area network picture archiving and communication system based on open source code and its clinical application,,2007-11-10 00:00:00+00,"[""周云波"", ""陆建环"", ""马坚"", ""马晓丹""]",[],openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_8dab55c4e3a6b6fd2a93,unknown,status=unknown; matched=-,[],2026-03-31 06:51:09.824762+00
openalex:https://openalex.org/W275459554,,,"面向市场,做大做强技术服务业——广州电器科学研究院环境技术专业发展历程回顾",,2007-01-01 00:00:00+00,"[""陆启凯"", ""马坚""]",[],openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_8dab55c4e3a6b6fd2a93,unknown,status=unknown; matched=-,[],2026-03-31 06:51:09.824885+00
doi:https://doi.org/10.1038/s41586-025-09890-3,https://doi.org/10.1038/s41586-025-09890-3,,An integrated view of the structure and function of the human 4D nucleome,,2025-12-17 00:00:00+00,"[""Alex Abraham"", ""Alexander Kukalev"", ""Alexander Veit"", ""Ana Pombo"", ""Andrea Esposito"", ""Andrea M. Chiariello"", ""Andrew J. Schroeder"", ""Andrew S. Belmont"", ""Andréa Willemin"", ""Ashley L. Cook"", ""Aslı Yıldırım"", ""B. Alver"", ""Bas van Steensel"", ""Betul Akgol Oksuz"", ""Bing Ren"", ""Christoph J. Thieme"", ""Claire Marchal"", ""Clara Bakker"", ""Daan Peric‐Hupkes"", ""Daniel J. Emerson"", ""Daofeng Li"", ""Dariusz Plewczyński"", ""David M. Gilbert"", ""Derek H. Janssens"", ""Dominik Szabó"", ""Feng Yue"", ""Frank Alber"", ""Haoxi Chai"", ""Ibai Irastorza Azcarate"", ""Jennifer E. Phillips‐Cremins"", ""Jian Ma"", ""Jie Liu"", ""Jie Xu"", ""Job Dekker"", ""Johan H. Gibcus"", ""Katherine S. Pollard"", ""Kaustav Sengupta"", ""Laura Brueckner"", ""Liguo Zhang"", ""Lindsay Lee"", ""Liyan Yang"", ""Lorenzo Boninsegna"", ""Mario Nicodemi"", ""Mateusz Chiliński"", ""Mattia Conte"", ""Miao Yu"", ""Ming Hu"", ""Minji Kim"", ""Miriam K. Minsk"", ""Mitchell Guttman"", ""Nils Gehlenborg"", ""Nils Krietenstein"", ""Oliver J. Rando"", ""Peiyao Zhao"", ""Peter J. Park"", ""Ping Wang"", ""Pradeep Kumar"", ""Prashant Bhat"", ""Qiuyang Wu"", ""R. Jordan Barnett"", ""Rahi Navelkar"", ""Ran Zhang"", ""Rieke Kempfer"", ""Ruochi Zhang"", ""Sergey V. Venev"", ""Shannon Ehmsen"", ""Sheng Zhong"", ""Shu Chien"", ""Shuzhen Kuang"", ""Simona Bianco"", ""Sofia A. Quinodoz"", ""Steven Henikoff"", ""Takayo Sasaki"", ""Teresa Szczepińska"", ""Ting Wang"", ""Tom van Schaik"", ""W. R. Zhao"", ""Warren Winick‐Ng"", ""William Ronchetti"", ""William Stafford Noble"", ""Xiaotao Wang"", ""Xingzhao Wen"", ""Y Ruan"", ""Yang Yang"", ""Yang Zhang"", ""Ye Wang"", ""Yuan Liu"", ""Yuchuan Wang"", ""Yun Li"", ""Yuxiang Zhan""]","[""California Institute of Technology"", ""Carnegie Mellon University"", ""Cleveland Clinic"", ""Federico II University Hospital"", ""Fred Hutch Cancer Center"", ""Fudan University"", ""Gladstone Institutes"", ""Harvard University"", ""Howard Hughes Medical Institute"", ""Institute of Human Genetics"", ""La Jolla Bioengineering Institute"", ""Max Delbrück Center"", ""Newbury College"", ""Northwestern University"", ""Novo Nordisk Foundation"", ""Obstetrics and Gynecology Hospital of Fudan University"", ""Oncode Institute"", ""Philadelphia University"", ""Princeton University"", ""QB3"", ""Robert H. Lurie Comprehensive Cancer Center of Northwestern University"", ""San Diego Biomedical Research Institute"", ""The Netherlands Cancer Institute"", ""University of California San Diego"", ""University of California, Los Angeles"", ""University of Copenhagen"", ""University of Illinois Urbana-Champaign"", ""University of Massachusetts Chan Medical School"", ""University of Michigan"", ""University of Naples Federico II"", ""University of North Carolina at Chapel Hill"", ""University of Warsaw"", ""University of Washington"", ""Van Andel Institute"", ""Warsaw University of Technology"", ""Washington University in St. Louis"", ""Zhejiang University""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_8dab55c4e3a6b6fd2a93,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:09.825035+00
doi:https://doi.org/10.1093/nar/gkaf1341,https://doi.org/10.1093/nar/gkaf1341,,The IGVF catalog—from genetic variation to function,,2025-12-08 00:00:00+00,"[""Alan P. Boyle"", ""Benjamin C. Hitz"", ""Charles A. Gersbach"", ""Christopher P. Castro"", ""Daniel Zeiberg"", ""Daofeng Li"", ""Douglas M. Fowler"", ""Feng Yue"", ""Ian Whaling"", ""J Engreitz"", ""J. Michael Cherry"", ""Jian Ma"", ""Jie Liu"", ""Joel Rozowsky"", ""Juan F Macias-Velasco"", ""Kushal K. Dey"", ""Lea M. Starita"", ""Lucinda Antonacci-Fulton"", ""Mark Craven"", ""Mark Gerstein"", ""Meenakshi S. Kagda"", ""Michael A. Calderwood"", ""Michael I. Love"", ""Michael T. Montgomery"", ""Mingjie Li"", ""Mpathi Nzima"", ""Nadav Ahituv"", ""Otto Jolanki"", ""Pedro Assis"", ""Predrag Radivojac"", ""Rintsen N. Sherpa"", ""Riya Sinha"", ""Sarah Cody"", ""Shane Liu"", ""Shantanu Jain"", ""Shengcheng Dong"", ""Tianjie Liu"", ""Timothy Bergquist"", ""Timothy E. Reddy"", ""Ting Wang"", ""Vikas Pejaver"", ""Wenjin Zhang"", ""William H. Majoros"", ""Xiangmeng Cai"", ""Yile Chen"", ""Yuanhao Huang"", ""Yuriy Sverchkov""]","[""Cardiovascular Institute of the South"", ""Carnegie Mellon University"", ""Dana-Farber Cancer Institute"", ""Duke Medical Center"", ""Duke University"", ""Duke University Hospital"", ""Genetic Technologies (Australia)"", ""Icahn School of Medicine at Mount Sinai"", ""James S. McDonnell Foundation"", ""Memorial Sloan Kettering Cancer Center"", ""Mount Sinai Health System"", ""Northeastern University"", ""Northwestern University"", ""Novo Nordisk Foundation"", ""QB3"", ""Stanford Health Care"", ""Stanford University"", ""The University of Texas Southwestern Medical Center"", ""University of California, San Francisco"", ""University of Michigan"", ""University of North Carolina at Chapel Hill"", ""University of Washington"", ""University of Washington Medical Center"", ""University of Wisconsin–Madison"", ""Washington University in St. Louis"", ""Yale University""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_8dab55c4e3a6b6fd2a93,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:09.825488+00
doi:https://doi.org/10.1101/2025.11.24.690239,https://doi.org/10.1101/2025.11.24.690239,,MIMYR: Generative modeling of missing tissue in spatial transcriptomics,,2025-11-27 00:00:00+00,"[""Ajinkya Deshpande"", ""Jian Ma"", ""Spencer Krieger"", ""Zhilei Bei""]","[""Carnegie Mellon University"", ""Massachusetts Institute of Technology""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_8dab55c4e3a6b6fd2a93,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:09.825642+00
doi:https://doi.org/10.1101/2025.11.24.690325,https://doi.org/10.1101/2025.11.24.690325,,TissueNarrator: Generative Modeling of Spatial Transcriptomics with Large Language Models,,2025-11-27 00:00:00+00,"[""Jian Ma"", ""Junjie Tang"", ""Shaoheng Liang"", ""Sizhe Liu""]","[""Carnegie Mellon University""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_8dab55c4e3a6b6fd2a93,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:09.825778+00
doi:https://doi.org/10.1038/s41467-025-65077-4,https://doi.org/10.1038/s41467-025-65077-4,,DNALONGBENCH: a benchmark suite for long-range DNA prediction tasks,,2025-11-18 00:00:00+00,"[""Danqing Wang"", ""Jian Ma"", ""Lei Li"", ""Muyu Yang"", ""Shen Wang"", ""W. Cheng"", ""Yang Zhang"", ""Zhenqiao Song""]","[""Carnegie Mellon University""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_8dab55c4e3a6b6fd2a93,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:09.825941+00
doi:https://doi.org/10.1101/gr.280803.125,https://doi.org/10.1101/gr.280803.125,,Unified integration of spatial transcriptomics across platforms with LLOKI,,2025-11-13 00:00:00+00,"[""Ajinkya Deshpande"", ""Eldad Haber"", ""Jian Ma"", ""Spencer Krieger""]","[""Carnegie Mellon University""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_8dab55c4e3a6b6fd2a93,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:09.826076+00
doi:https://doi.org/10.1101/2025.11.09.687403,https://doi.org/10.1101/2025.11.09.687403,,Heimdall: A Modular Framework for Tokenization in Single-Cell Foundation Models,,2025-11-10 00:00:00+00,"[""Eldad Haber"", ""Evan Trop"", ""Jian Ma"", ""Muyu Yang"", ""Nicholas Ho"", ""Ruijie Liu"", ""Shahul Alam"", ""Shaoheng Liang"", ""Spencer Krieger""]","[""Carnegie Mellon University""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_8dab55c4e3a6b6fd2a93,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:09.826209+00
doi:https://doi.org/10.1186/s12963-025-00412-x,https://doi.org/10.1186/s12963-025-00412-x,,Chronic respiratory diseases risk during the COVID-19 pandemic: an integrated modelling approach based on hospital records across 30 countries,,2025-11-06 00:00:00+00,"[""Chutian Zhang"", ""Cui Zhou"", ""Jian Ma"", ""Jing Gao"", ""Lei Xu"", ""Pia Lindberg"", ""Yuchen Wang"", ""Åsa M. Wheelock""]","[""Gansu Provincial Hospital"", ""Henan Academy of Agricultural Sciences"", ""Institute of Plant Protection"", ""Karolinska Institutet"", ""Karolinska University Hospital"", ""Northwest A&F University"", ""Tsinghua University"", ""Vanke (China)""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_8dab55c4e3a6b6fd2a93,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:09.826333+00
doi:https://doi.org/10.48550/arxiv.2510.11496,https://doi.org/10.48550/arxiv.2510.11496,,AndesVL Technical Report: An Efficient Mobile-side Multimodal Large Language Model,,2025-10-13 00:00:00+00,"[""Chao Li"", ""Chao Liu"", ""Chen Chen"", ""Chenxing Li"", ""Chenyuan Wang"", ""Chi Xie"", ""Dongze Hao"", ""Haijing Liu"", ""Haonan Lu"", ""Hongmei Ji"", ""Hongxia Deng"", ""Huafei Li"", ""Jian Ma"", ""Jun Wu"", ""Kai Tang"", ""Ke Chen"", ""Liang Cai"", ""Long Cheng"", ""Nan Wang"", ""Qi Qi"", ""Qin Xie"", ""Quanlong Zheng"", ""Ran Wang"", ""Rui Wang"", ""Ruichen Wang"", ""Weijun Gao"", ""Xiaohui Song"", ""Xiaojie Yin"", ""Xin Li"", ""Xin Zou"", ""Yafei Liu"", ""Yanhao Zhang"", ""Yuqing Qiu"", ""Zheng Li"", ""Zhenyi Lin"", ""Zhiguang Zhu"", ""Zhihao Li"", ""Zhitong Zheng"", ""Zhou Jin""]",[],openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_8dab55c4e3a6b6fd2a93,unknown,status=unknown; matched=-,[],2026-03-31 06:51:09.826462+00
doi:https://doi.org/10.3390/rs17183203,https://doi.org/10.3390/rs17183203,,Vision-Language Guided Semantic Diffusion Sampling for Small Object Detection in Remote Sensing Imagery,,2025-09-17 00:00:00+00,"[""Fan Fan"", ""Hui Kuang"", ""Jian Ma"", ""Lei Liu"", ""Mingming Bian"", ""Ting Li"", ""Zhang Running"", ""Zhibin Wang""]","[""China Academy of Space Technology""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_8dab55c4e3a6b6fd2a93,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:09.826597+00
doi:https://doi.org/10.14358/pers.25-00015r5,https://doi.org/10.14358/pers.25-00015r5,,LFSA‐YOLOv7: A Novel Method for Ship Detection in Remote Sensing Images with Complex Backgrounds,,2025-09-01 00:00:00+00,"[""Hantian Wu"", ""Heng Gu"", ""Jian Ma"", ""Lianhuan Wei"", ""Qingyan Meng"", ""Wei Li"", ""Zhang Li""]","[""Aerospace Information Research Institute"", ""China Academy of Space Technology"", ""China Institute of Geological Environmental Monitoring"", ""Chinese Academy of Sciences"", ""Northeastern University"", ""University of Science and Technology Liaoning""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_8dab55c4e3a6b6fd2a93,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:09.826718+00
doi:https://doi.org/10.1097/shk.0000000000002675,https://doi.org/10.1097/shk.0000000000002675,,Serum Myoglobin After Cardiac Surgery Predicts Postoperative Cardiogenic Shock Requiring Mechanical Circulatory Support Within 14 Days,,2025-07-28 00:00:00+00,"[""Chen Wang"", ""Jian Ma"", ""Jiasheng Liu"", ""Jing-Song Ou"", ""Xiaojun Liu"", ""Yan Li"", ""Yu-Peng Jian"", ""Yue-Ming Peng"", ""Zhi‐Jun Ou"", ""Zijun He""]","[""Chinese Academy of Medical Sciences & Peking Union Medical College"", ""Guangdong Provincial Occupational Disease Prevention Hospital"", ""Guangdong-Hongkong-Macau Joint Laboratory of Collaborative Innovation for Environmental Quality"", ""Guangzhou University of Chinese Medicine"", ""Sun Yat-sen University"", ""The First Affiliated Hospital, Sun Yat-sen University""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_8dab55c4e3a6b6fd2a93,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:09.826832+00
doi:https://doi.org/10.1101/2025.07.17.665427,https://doi.org/10.1101/2025.07.17.665427,,DANCE 2.0: Transforming single-cell analysis from black box to transparent workflow,,2025-07-22 00:00:00+00,"[""Guoxian Yu"", ""James Zou"", ""Jian Ma"", ""Jiayuan Ding"", ""Jiliang Tang"", ""Renming Liu"", ""Sheng Liu"", ""Wenzhuo Tang"", ""X. Qiu"", ""Yixin Wang"", ""Yuying Xie"", ""Zhi Huang"", ""Zhijin XING""]","[""California University of Pennsylvania"", ""Cardiovascular Institute of the South"", ""Carnegie Mellon University"", ""Lucile Packard Children's Hospital"", ""Michigan State University"", ""Shandong University"", ""Stanford University"", ""University of Pennsylvania""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_8dab55c4e3a6b6fd2a93,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:09.826961+00
doi:https://doi.org/10.1080/10495398.2025.2503753,https://doi.org/10.1080/10495398.2025.2503753,,Eucommia ulmoides and its inhibitory effects on prevotella in piglet gut microbiome through metagenomic and metabolomic analysis,,2025-06-10 00:00:00+00,"[""Hongyan Zhang"", ""Jian Ma"", ""Qiang Zhang"", ""Shan-Shan Han""]","[""Northwest A&F University""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_8dab55c4e3a6b6fd2a93,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:09.827083+00
doi:https://doi.org/10.1093/humrep/deaf097.090,https://doi.org/10.1093/humrep/deaf097.090,,O-090 Advancing embryo selection: combined DNA and RNA analysis in PGT,,2025-06-01 00:00:00+00,"[""Bing Han"", ""Chao Wan"", ""Feifei Zhou"", ""Fen‐Fang Hong"", ""Jian Ma"", ""Jianfeng Yang"", ""Shuai Zhang"", ""Shuaiyao Lu"", ""Xiaomei Tong"", ""Xinhui Wang"", ""Ying Zhang""]","[""Genomics (United Kingdom)"", ""Sir Run Run Shaw Hospital"", ""Zhejiang University""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_8dab55c4e3a6b6fd2a93,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:09.827192+00
doi:https://doi.org/10.1101/2025.05.19.654884,https://doi.org/10.1101/2025.05.19.654884,,EYKTHYR reveals transcriptional regulators of spatial gene programs,,2025-05-23 00:00:00+00,"[""Eldad Haber"", ""Jian Ma"", ""Spencer Krieger""]","[""Carnegie Mellon University""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_8dab55c4e3a6b6fd2a93,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:09.827287+00
openalex:https://openalex.org/W2506753218,,,超越江南一隅：“江南核心性”与全球史视野有机整合,,2016-04-20 00:00:00+00,"[""刘志伟""]",[],openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_6bcdbec22456eb7b51d7,unknown,status=unknown; matched=-,[],2026-03-31 06:51:10.355408+00
doi:https://doi.org/10.1101/2025.05.08.652741,https://doi.org/10.1101/2025.05.08.652741,,Popari: Modeling multisample variation in spatial transcriptomics,,2025-05-13 00:00:00+00,"[""Benjamin Chidester"", ""E. El Haber"", ""Fei Chen"", ""Jian Ma"", ""Shahul Alam"", ""Sophia Liu"", ""Tianming Zhou""]","[""Broad Institute"", ""Carnegie Mellon University"", ""Harvard University"", ""Harvard–MIT Division of Health Sciences and Technology"", ""Massachusetts Institute of Technology"", ""Ragon Institute of MGH, MIT and Harvard""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_8dab55c4e3a6b6fd2a93,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:09.827381+00
doi:https://doi.org/10.7554/elife.99116.4.sa2,https://doi.org/10.7554/elife.99116.4.sa2,,Author response: Major nuclear locales define nuclear genome organization and function beyond A and B compartments,,2025-04-25 00:00:00+00,"[""Andrew S. Belmont"", ""Athanasios E Vouzas"", ""Bas van Steensel"", ""David M. Gilbert"", ""Gabriela A Hernandez Gonzalez"", ""Jian Ma"", ""Liguo Zhang"", ""Omid Gholamalamdari"", ""Peiyao A Zhao"", ""Pradeep Kumar"", ""Tom van Schaik"", ""Yang Zhang"", ""Yuchuan Wang""]","[""Carnegie Mellon University"", ""International University of the Caribbean"", ""Oncode Institute"", ""San Diego Biomedical Research Institute"", ""The Netherlands Cancer Institute"", ""University of Illinois Urbana-Champaign""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_8dab55c4e3a6b6fd2a93,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:09.827511+00
doi:https://doi.org/10.1101/2025.04.06.647437,https://doi.org/10.1101/2025.04.06.647437,,Steamboat: Attention-based multiscale delineation of cellular interactions in tissues,,2025-04-10 00:00:00+00,"[""G.X. Wang"", ""Jian Ma"", ""Junjie Tang"", ""Shaoheng Liang""]","[""Carnegie Mellon University"", ""Cornell University""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_8dab55c4e3a6b6fd2a93,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:09.82761+00
